Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
glEndList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEvalCoord,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEvalMesh,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEvalPoint,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFeedbackBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFinish,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFlush,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFog,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFrontFace,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glFrustum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGenLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGenTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glGet,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetClipPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetColorTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glGetColorTableParameterEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glGetError,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetLight,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetMap,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetMaterial,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetPixelMap,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetPointerv,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glGetPolygonStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetString,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetTexEnvv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetTexGen,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetTexImage,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetTexLevelParameter,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glGetTexParameter,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glHint,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glIndex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glIndexMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glIndexPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glInitNames,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glInterleavedArrays,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glIsEnabled,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glIsList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glIsTexture,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glLight,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLightModel,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLineStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLineWidth,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glListBase,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLoadIdentity,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLoadMatrix,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLoadName,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glLogicOp,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMap1,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMap2,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMapGrid1,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMaterial,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMatrixMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glMultMatrix,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glNewList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glNormal,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glNormalPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glOrtho,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPassThrough,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPixelMap,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPixelStore,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPixelTransfer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPixelZoom,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPointSize,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPolygonMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPolygonOffset,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glPolygonStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPopAttrib,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPopClientAttrib,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glPopMatrix,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPopName,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPrioritizeTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glPushAttrib,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPushClientAttrib,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glPushMatrix,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glPushName,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glRasterPos,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glReadBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glReadPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glRect,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glRenderMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glRotate,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glScale,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glScissor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glSelectBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glShadeModel,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glStencilFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glStencilMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glStencilOp,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexCoord,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexCoordPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glTexEnv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexGen,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexImage1D,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexImage2D,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexParameter,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glTexSubImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glTexSubImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glTranslate,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glVertex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glVertexPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glViewport,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
SetPixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Wingdi.h,Windows.h,Gdi32.lib,,,,function
GLYPHMETRICSFLOAT,Windows NT 3.51 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,,,,,structure
POINTFLOAT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,,,,,structure
SwapBuffers,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglCopyContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglCreateContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglCreateLayerContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglDeleteContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglDescribeLayerPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglGetCurrentContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglGetCurrentDC,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglGetLayerPaletteEntries,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglGetProcAddress,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglMakeCurrent,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglRealizeLayerPalette,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglSetLayerPaletteEntries,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglShareLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglSwapLayerBuffers,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,,function
wglUseFontBitmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
wglUseFontOutlines,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,1,Wingdi.h,Windows.h,Opengl32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
gluBeginCurve,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluBeginPolygon,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluBeginSurface,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluBeginTrim,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluBuild1DMipmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluBuild2DMipmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluCylinder,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluDeleteNurbsRenderer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluDeleteQuadric,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluDeleteTess,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluDisk,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
gluEndCurve,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,1,Glu.h,,Glu32.lib,,,,function
